,npi,70450,70551,70553,71010,71020,71250,71260,71275,72040,72050,72070,72082,72100,72110,72125,72131,72141,72146,72148,72170,73030,73070,73110,73120,73130,73140,73221,73502,73522,73552,73560,73562,73564,73600,73610,73620,73630,73650,73700,73721,74000,74010,74022,74176,74177,74178,74230,76377,76641,76700,76770,76775,76856,77051,77052,77057,77063,77077,77080,label
0,1003002783,53.36939520333681,0.0,0.0,42.34228362877998,41.5211157455683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
1,1003002809,0.0,0.0,0.0,0.0,30.617831074035454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.51173096976017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.17518248175182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.18169968717415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2,1003013848,63.45151199165797,0.0,0.0,70.44447340980187,75.47575599582899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.30917622523462,65.39363920750782,0.0,0.0,0.0,0.0,71.36339937434828,0.0,0.0,0.0,0.0,73.26642335766424,0.0,0.0,0.0,0.0,17
3,1003018870,0.0,0.0,0.0,47.31491136600626,37.402241918665275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11496350364963,0.0,0.0,0.0,0.0,63.86861313868613,0.0,0.0,0.0,0.0,2
4,1003019654,63.45151199165797,0.0,0.0,70.44447340980187,75.47575599582899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.30917622523462,65.39363920750782,0.0,0.0,0.0,0.0,71.36339937434828,0.0,0.0,0.0,0.0,73.26642335766424,0.0,0.0,0.0,0.0,17
5,1003021783,80.57221063607925,0.0,0.0,92.22497393117831,67.98748696558916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.44499478623567,0.0,0.0,70.95933263816475,80.16162669447341,0.0,0.0,0.0,0.0,76.16006256517205,0.0,0.0,0.0,0.0,69.7145464025026,0.0,87.89754953076121,0.0,0.0,11
6,1003021791,55.82638164754953,0.0,0.0,48.253388946819605,59.28701772679875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.71220020855058,0.0,0.0,0.0,0.0,73.26642335766424,0.0,0.0,0.0,0.0,23
7,1003024191,73.81386861313868,0.0,0.0,80.40276329509906,75.92544316996872,83.41371220020855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4893117831074,69.0106882168926,0.0,0.0,0.0,0.0,87.47393117831074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
8,1003026329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
9,1003027285,63.45151199165797,0.0,0.0,70.44447340980187,75.47575599582899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.30917622523462,65.39363920750782,0.0,0.0,0.0,0.0,71.36339937434828,0.0,0.0,0.0,0.0,73.26642335766424,0.0,0.0,0.0,0.0,17
